time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025000,234.0,1242.7,454.7,55.5,2382.4,716.0,365.2,448,2372.9,104,64.9,12.6
0.027000,373.3,1028.3,458.5,60.6,2375.4,647.3,372.2,452.4,2364.5,104.1,65.1,12.6
0.029000,444.1,838.8,461.0,71.3,2348.9,586.2,382.9,459.6,2351.2,104.3,65.3,12.7
0.031000,458.3,775.6,466.2,83.5,2306.5,546.4,395.9,469.3,2334.1,104.5,65.4,12.9
0.033000,441.8,798.0,477.9,89.1,2274.4,529.4,409.4,480.8,2314.5,104.8,65.5,13.1
0.035000,433.4,803.0,491.0,88.3,2267.1,533.2,421.6,493.8,2293.7,105,65.5,13.1
0.037000,444.3,763.8,502.1,89.6,2276.7,555.6,430.8,507.5,2273.2,105.3,65.5,13
0.039000,447.0,740.3,514.8,94.5,2288.3,596.5,435.4,521.5,2254.3,105.5,65.5,12.8
0.041000,416.5,786.1,532.3,96.6,2278.7,617.4,434.5,535,2237.8,105.8,65.5,12.5
0.043000,377.0,835.1,549.0,92.0,2253.2,581.8,427.7,547.4,2224.4,106.1,65.5,12.3
0.045000,385.1,787.3,559.7,89.0,2238.2,526.3,415.1,558.4,2214.2,106.4,65.4,12.2
0.047000,410.4,692.6,568.2,90.4,2233.0,486.1,397.7,567.3,2207.1,106.8,65.4,12.4
0.049000,407.9,660.0,576.8,90.3,2220.3,472.0,376.9,574.1,2202.3,107.1,65.4,12.7
0.051000,363.0,757.1,581.2,83.8,2185.9,474.4,354.5,578.6,2199,107.4,65.3,13
0.053000,296.5,900.6,580.5,77.7,2151.0,474.4,332.7,580.9,2196,107.8,65.3,13.4
0.055000,281.6,955.4,579.0,76.9,2138.6,474.6,313.5,581.1,2192.3,108.2,65.2,13.7
0.057000,315.0,928.0,579.4,82.4,2145.3,485.1,298.7,579.6,2186.8,108.6,65.2,13.9
0.059000,330.4,916.9,579.9,94.1,2157.8,512.4,290,577.1,2178.7,109,65.2,14.2
0.061000,310.4,989.1,575.9,105.5,2160.1,545.5,288.2,574,2167.4,109.3,65.1,14.5
0.063000,287.9,1079.1,570.3,109.4,2153.0,564.0,293.6,571.1,2152.8,109.7,65.1,14.6
0.065000,306.4,1092.8,569.5,112.1,2149.1,573.8,305.9,569.1,2135.2,110.2,65.1,14.6
0.067000,335.0,1075.2,573.1,122.7,2143.2,612.2,324.1,568.8,2115.2,110.6,65.1,14.4
0.069000,337.1,1116.2,577.9,141.3,2121.2,705.2,346.6,570.6,2093.8,111,65.2,13.8
0.071000,335.6,1181.9,582.4,155.8,2093.8,803.9,371.8,575.2,2072.1,111.4,65.2,13.2
0.073000,371.1,1169.2,588.0,162.4,2085.9,857.9,397.5,582.9,2051.4,111.8,65.3,12.8
0.075000,421.2,1083.0,594.8,174.4,2082.5,876.7,421.9,593.9,2032.9,112.2,65.3,12.7
0.077000,452.0,1005.2,600.9,201.0,2044.4,871.1,443.3,608.2,2017.7,112.6,65.4,13.2
0.079000,470.4,962.2,603.5,232.5,1982.1,832.2,460.3,625.8,2006.6,112.9,65.5,14.1
0.081000,497.7,881.1,606.4,256.5,1952.9,771.3,472.1,646.1,2000.1,113.3,65.6,15.1
0.083000,526.9,694.6,620.6,302.7,1961.7,697.0,478.6,668.7,1998.4,113.7,65.7,16
0.085000,491.0,457.6,698.0,363.9,1980.3,597.1,480,693.1,2001.2,114,65.8,16.5
0.087000,453.5,368.9,764.9,316.4,1989.8,499.0,477.2,718.6,2007.9,114.4,65.8,16.5
0.089000,443.0,335.1,792.7,281.0,1994.1,448.5,471.4,744.3,2017.7,114.7,65.9,16.3
0.091000,441.7,317.0,804.3,251.7,2003.4,419.2,463.8,769.7,2029.6,115,66,15.9
0.093000,437.4,296.4,816.8,216.9,2022.0,372.0,455.8,794.1,2042.6,115.3,66.1,15.4
0.095000,431.9,287.5,832.2,193.9,2047.4,322.1,448.9,816.9,2055.6,115.6,66.2,15.1
0.097000,434.4,312.8,843.0,202.4,2082.5,302.8,443.8,837.7,2067.9,115.8,66.3,14.9
0.099000,448.2,374.0,843.9,238.4,2127.9,291.1,441.2,856.2,2078.8,116,66.3,14.7
0.101000,463.1,446.9,838.9,280.4,2155.2,268.6,441.4,872.3,2087.8,116.3,66.4,14.5
0.103000,471.4,515.3,833.2,332.3,2153.3,256.5,444.1,885.8,2094.8,116.5,66.4,14.3
0.105000,481.7,533.0,833.1,417.2,2133.9,245.4,448.7,896.9,2099.8,116.6,66.4,14.2
0.107000,487.1,464.6,855.5,499.7,2114.6,223.2,454.3,905.6,2103.2,116.8,66.4,14.2
0.109000,474.9,389.8,897.0,488.2,2101.0,196.0,460.1,912.1,2105.2,117,66.4,14.3
0.111000,454.1,335.7,940.7,387.0,2087.9,174.6,465.1,916.7,2106.4,117.1,66.4,14.5
0.113000,436.7,284.2,971.3,269.1,2066.2,157.6,468.4,919.3,2106.9,117.2,66.5,14.6
0.115000,430.8,229.1,985.3,185.5,2041.6,134.0,469.5,920.2,2107,117.3,66.5,14.7
