time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025989,279.4,241.1,1127.5,191.5,2473.9,320.5,368.8,1145.4,2484.4,167.7,59.2,12.1
0.027989,305.5,237.3,1123.1,172.2,2458.9,366.1,371.1,1146.2,2485.8,166.5,60.5,19.3
0.029989,336.1,242.8,1132.3,152.1,2462.2,400.7,374.8,1147.5,2488.1,165.2,61.4,17.7
0.031989,376.7,236.8,1149.5,134.7,2486.9,397.1,380,1149.3,2491.2,163.8,62.1,12
0.033989,416.7,199.7,1168.2,116.9,2518.8,331.9,386.4,1151.6,2495.1,162.3,62.4,7.1
0.035989,439.1,162.7,1180.2,105.3,2532.5,261.6,394,1154.2,2499.5,160.7,62.6,6.6
0.037989,449.9,146.3,1184.2,102.1,2526.9,226.8,402.6,1157.1,2504.3,159,62.6,7
0.039989,453.1,149.9,1181.5,105.2,2508.1,229.8,412.1,1160.2,2509.4,157.2,62.5,7.3
0.041989,451.7,157.4,1176.0,108.2,2494.3,241.8,422.1,1163.4,2514.5,155.3,62.3,7.5
0.043989,453.3,155.3,1171.0,109.1,2499.4,227.1,432.7,1166.6,2519.6,153.2,62.2,7.5
0.045989,459.7,144.1,1167.3,111.2,2516.1,187.9,443.5,1169.8,2524.4,151,62.1,7.1
0.047989,466.1,132.8,1164.8,113.3,2530.2,155.2,454.4,1172.9,2528.8,148.8,62,6
0.049989,472.2,127.2,1164.3,108.1,2540.7,135.1,465.1,1175.9,2532.6,146.4,61.9,4.6
0.051989,480.1,133.2,1166.4,91.8,2549.1,125.1,475.6,1178.6,2535.8,143.9,61.7,3.4
0.053989,490.1,154.7,1169.2,73.6,2554.6,123.8,485.5,1181.1,2538.2,141.4,61.4,3
0.055989,500.4,185.6,1171.8,59.6,2558.5,127.6,494.8,1183.3,2539.7,138.7,61.1,3.9
0.057989,508.4,207.4,1175.3,48.5,2561.5,133.5,503.4,1185.3,2540.5,136,60.9,6.2
0.059989,513.1,207.9,1179.5,40.2,2561.3,141.4,511.1,1187,2540.4,133.1,60.6,9.3
0.061989,515.5,199.0,1183.8,34.7,2555.4,148.6,517.8,1188.5,2539.4,130.3,60.5,12.5
0.063989,515.9,192.7,1187.2,32.4,2543.1,148.2,523.5,1189.9,2537.8,127.4,60.4,15
0.065989,515.0,193.4,1190.1,32.9,2525.9,145.0,528.2,1191.2,2535.5,124.4,60.2,16.2
0.067989,514.0,201.1,1193.1,36.4,2507.8,147.8,531.9,1192.4,2532.6,121.5,60.2,16.6
0.069989,515.0,209.8,1196.2,42.0,2497.4,158.6,534.6,1193.8,2529.4,118.6,60.1,16.4
0.071989,518.9,218.5,1198.9,50.7,2497.6,177.8,536.3,1195.2,2525.9,115.7,60,15.8
0.073989,521.3,232.3,1200.3,68.0,2509.4,209.3,537.1,1196.9,2522.3,112.8,60,14.8
0.075989,517.3,245.0,1199.5,93.4,2525.3,243.8,537.2,1199,2518.7,110,60,13.5
0.077989,516.9,245.5,1201.4,109.4,2525.0,269.8,536.5,1201.4,2515.3,107.3,60,11.5
0.079989,525.1,235.0,1210.5,100.1,2503.4,272.0,535.4,1204.2,2512.3,104.7,60,9.1
0.081989,532.6,220.5,1219.5,81.7,2487.4,251.7,533.8,1207.5,2509.7,102.2,59.9,6.6
0.083989,537.6,201.1,1225.3,65.8,2485.0,226.3,531.9,1211.4,2507.7,99.9,59.9,4.4
0.085989,541.2,173.2,1228.8,53.0,2492.2,201.7,529.9,1215.8,2506.2,97.6,59.8,2.8
0.087989,542.9,145.5,1230.4,45.9,2503.3,185.4,527.8,1220.8,2505.4,95.5,59.7,1.5
0.089989,540.9,132.5,1231.0,48.4,2515.1,174.1,525.9,1226.3,2505.3,93.6,59.7,0.3
0.091989,534.6,142.3,1233.2,64.1,2522.6,156.1,524.2,1232.3,2505.8,91.8,59.7,-0.4
0.093989,528.6,159.7,1237.7,81.5,2526.6,139.0,522.9,1238.8,2506.9,90.2,59.7,-0.7
0.095989,525.5,171.0,1242.0,89.2,2530.6,124.8,521.9,1245.7,2508.5,88.8,59.6,-0.4
0.097989,524.4,171.8,1245.6,87.2,2535.7,111.3,521.4,1252.8,2510.5,87.5,59.6,0.7
0.099989,524.3,168.0,1249.9,82.9,2540.6,100.5,521.5,1260.2,2512.8,86.3,59.5,2.4
0.101989,525.6,172.4,1258.8,87.8,2540.9,98.2,522.2,1267.7,2515.3,85.3,59.6,4.2
0.103989,530.4,182.8,1276.3,114.8,2528.7,115.6,523.4,1275.3,2517.7,84.4,59.9,5.8
0.105989,533.8,172.7,1288.2,134.4,2514.5,131.7,525.1,1282.8,2520,83.7,60.2,6.8
0.107989,534.8,148.2,1290.1,127.0,2508.7,128.7,527.4,1290.3,2522,83,60.4,7.6
0.109989,535.4,122.8,1289.1,109.5,2509.1,116.7,530.1,1297.5,2523.5,82.5,60.5,8.2
0.111989,536.5,98.9,1288.8,90.7,2511.8,102.9,533.2,1304.5,2524.5,82.1,60.3,8.7
0.113989,538.3,80.4,1291.7,75.2,2514.7,92.2,536.7,1311.3,2524.8,81.7,59.9,8.9
0.115989,540.2,81.9,1302.1,75.6,2513.7,98.7,540.3,1317.7,2524.4,81.5,59.5,8.9
0.117989,542.6,111.9,1320.9,99.2,2506.6,129.9,544.1,1323.9,2523.2,81.2,59.1,8.4
0.119989,545.2,139.0,1334.2,118.0,2502.9,147.5,547.8,1329.8,2521.2,81.1,58.9,7.8
0.121989,545.7,139.0,1337.7,113.5,2505.3,140.0,551.4,1335.4,2518.3,81,58.8,7.1
0.123989,545.6,127.4,1339.7,99.3,2508.7,126.4,554.8,1341,2514.8,80.9,58.8,6.6
0.125989,546.5,117.2,1345.0,85.2,2509.1,116.4,557.8,1346.4,2510.5,80.9,58.7,6.5
0.127989,550.5,118.7,1356.4,83.3,2501.5,120.0,560.4,1351.9,2505.7,80.9,58.8,6.6
0.129989,556.6,129.5,1372.2,97.1,2493.0,131.9,562.4,1357.6,2500.4,80.9,58.8,6.8
0.131989,560.4,131.4,1383.7,107.3,2494.8,131.4,563.7,1363.4,2494.9,81,58.8,7.2
0.133989,560.0,120.7,1388.0,102.8,2500.0,121.4,564.4,1369.7,2489.3,81,58.7,7.6
0.135989,557.8,104.7,1389.6,90.3,2505.4,109.8,564.3,1376.4,2483.7,81.1,58.6,8.3
0.137989,555.4,88.5,1391.5,74.3,2511.0,100.4,563.4,1383.7,2478.4,81.2,58.2,9.4
0.139989,554.5,83.1,1397.1,61.0,2513.1,102.3,561.6,1391.7,2473.5,81.2,57.9,10.7
0.141989,556.4,98.9,1407.6,56.9,2498.9,137.0,559.1,1400.5,2469.2,81.3,57.5,11.8
0.143989,557.9,125.5,1417.1,61.1,2458.5,202.8,555.7,1410,2465.6,81.4,57.3,12.2
0.145989,557.1,128.8,1420.9,60.2,2428.4,225.5,551.5,1420.4,2462.9,81.5,57.2,11.6
0.147989,554.8,114.8,1422.5,53.9,2420.2,214.7,546.6,1431.7,2461.2,81.6,57,9.7
0.149989,551.2,97.0,1424.1,46.9,2426.9,196.6,541.1,1443.7,2460.4,81.7,56.7,7.1
0.151989,545.9,88.3,1427.9,44.7,2445.3,187.0,534.9,1456.5,2460.8,81.7,56.4,4.4
0.153989,533.8,106.8,1442.3,62.4,2473.4,203.2,528.3,1470,2462.2,81.8,56.4,2.2
0.155989,510.1,161.5,1487.8,133.3,2489.3,242.3,521.3,1484,2464.6,81.9,56.8,0.8
0.157989,492.4,189.4,1535.5,193.0,2491.4,251.6,514.1,1498.3,2467.9,0,57.4,0
0.159989,490.5,174.7,1546.1,194.9,2487.1,233.6,506.7,1512.9,2472,0,58,-0.5
0.161989,496.0,148.5,1543.8,179.1,2483.5,212.0,499.3,1527.5,2476.8,0,58.5,-0.8
0.163989,501.4,122.7,1540.3,160.4,2482.0,190.4,492,1541.8,2482.1,0,58.7,-0.9
0.165989,505.6,97.4,1536.6,141.1,2482.1,168.9,484.9,1555.7,2487.8,0,58.5,-1.1
0.167989,508.4,74.9,1533.1,123.9,2483.6,149.9,478.2,1568.9,2493.6,0,57.8,-1.2
0.169989,510.6,54.5,1529.5,108.3,2486.4,132.3,472,1581.3,2499.2,0,56.8,-1.3
0.171989,512.3,36.7,1527.4,95.1,2490.8,113.3,466.4,1592.5,2504.7,0,55.3,-1.1
0.173989,512.6,26.2,1536.7,91.3,2496.1,90.1,461.4,1602.3,2509.6,0,53.5,-0.8
0.175989,507.1,32.0,1590.3,105.4,2505.1,69.5,457.2,1610.7,2513.9,0,51.9,-0.3
0.177989,477.8,95.2,1668.8,100.0,2520.9,60.3,453.9,1617.4,2517.5,0,51.2,0.8
0.179989,402.4,183.8,1686.0,83.2,2530.9,67.1,451.5,1622.2,2520.1,0,51.7,2.1
0.181989,359.3,187.0,1676.4,85.7,2534.7,97.8,450,1625.2,2521.7,0,52.9,3.3
0.183989,369.0,180.8,1658.8,109.3,2529.9,154.1,449.6,1626.2,2522.2,0,54.1,4
