time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.024989,311.0,627.1,1207.9,353.2,2690.7,463.1,317.9,1181.8,2699.1,121.2,34.5,-200
0.026989,353.6,539.9,1156.4,277.6,2695.9,483.5,363,1177.4,2690.5,121,36.9,-169.2
0.028989,440.2,353.7,1157.0,173.7,2686.4,463.9,424.1,1172.7,2681.3,120.6,38.9,-123.8
0.030989,499.8,236.5,1169.5,119.7,2677.4,459.4,485.2,1170.5,2677.3,120.1,41.1,-73.5
0.032989,530.9,179.8,1179.4,92.8,2684.6,465.5,532.9,1172.7,2682.6,119.4,42.9,-28.1
0.034989,547.8,147.9,1186.5,76.4,2698.8,487.7,559.7,1179.1,2698.8,118.7,44.4,2.6
0.036989,556.4,130.2,1192.0,66.8,2717.6,546.1,566.2,1188.3,2724,117.9,45.6,15.6
0.038989,558.2,124.7,1196.8,63.6,2746.9,654.0,558.9,1197.7,2753.8,117.1,46.4,17.1
0.040989,553.2,128.3,1201.7,66.2,2788.4,775.9,546.7,1205,2782.9,116.2,47.1,12.1
0.042989,544.0,129.8,1205.9,70.7,2816.9,802.8,537.1,1209.4,2807.3,115.2,47.5,5.6
0.044989,537.1,120.0,1208.6,71.9,2822.3,666.3,534,1211.4,2825,114.3,47.8,2.5
0.046989,536.5,111.3,1211.8,72.2,2831.6,482.9,536.7,1213,2836.6,113.3,48.1,2.8
0.048989,538.8,114.3,1218.8,78.0,2845.2,387.9,542.3,1216.4,2844.4,112.3,48.5,3
0.050989,541.2,116.3,1228.7,81.4,2856.7,416.3,547.2,1223.2,2851.2,111.3,48.9,3.4
0.052989,545.1,106.3,1237.8,74.8,2855.4,499.7,549.5,1233.6,2859.3,110.3,49.2,4.1
0.054989,550.2,92.5,1245.8,64.4,2856.6,514.2,549.1,1246.5,2869.3,109.3,49.5,5.1
0.056989,553.8,84.2,1254.4,57.3,2889.0,423.8,547.5,1260,2880.9,108.3,49.7,6.7
0.058989,553.1,87.3,1265.9,57.4,2902.1,311.9,546,1272.3,2892.4,107.3,49.8,8.9
0.060989,547.0,98.8,1281.1,64.2,2904.8,263.3,545.5,1281.9,2902.3,106.4,49.9,11.3
0.062989,541.8,100.3,1291.2,67.5,2905.1,264.5,545.6,1287.8,2908.8,105.5,49.9,13.4
0.064989,541.3,90.5,1293.3,63.1,2906.3,283.8,545.8,1289.8,2911.1,0,49.8,14.9
