time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026011,730.5,167.5,971.0,248.3,2686.7,362.5,729.5,993,2644.5,168.4,78.7,12.3
0.028011,730.3,161.6,995.9,233.2,2679.3,375.9,732.3,995.9,2643,168.3,78.9,12.1
0.030011,731.8,162.9,1013.6,216.6,2662.5,390.8,736.8,1000.9,2640.6,168.2,79.1,11.6
0.032011,735.9,171.8,1025.2,193.9,2640.5,403.6,742.7,1007.8,2637.6,168.1,79.3,11.1
0.034011,743.5,187.7,1032.1,168.7,2617.2,410.1,749.9,1016.7,2634.5,168,79.6,10.6
0.036011,753.7,206.6,1035.3,150.2,2598.5,407.5,757.8,1027.6,2631.7,167.9,79.9,10
0.038011,767.0,226.7,1037.2,141.5,2584.3,400.6,766.3,1040.5,2629.6,167.8,80.1,9.1
0.040011,782.9,240.3,1040.8,143.7,2579.1,393.0,774.7,1055.2,2628.6,167.7,80.3,8.1
0.042011,798.3,234.0,1050.4,155.6,2589.1,383.0,782.9,1071.6,2629.1,167.6,80.4,7.3
0.044011,808.3,203.7,1071.8,173.9,2614.1,367.4,790.4,1089.5,2631.2,167.5,80.4,6.9
0.046011,809.3,166.0,1103.2,184.9,2641.9,347.8,797,1108.8,2635.2,167.4,80.4,7.1
0.048011,804.8,136.0,1137.0,179.3,2664.5,326.9,802.5,1129.1,2641,167.3,80.3,7.9
0.050011,800.1,118.8,1164.7,161.3,2679.7,309.9,806.8,1150.1,2648.6,167.3,80.3,9.2
0.052011,798.3,111.4,1184.7,141.7,2689.4,298.7,809.7,1171.5,2657.6,167.3,80.2,10.5
0.054011,799.9,108.1,1198.4,129.5,2694.9,289.8,811.4,1193,2667.8,167.2,80.2,11.7
0.056011,803.0,104.1,1211.3,125.5,2697.3,279.2,812,1214.1,2678.7,167.3,80.2,12.4
0.058011,806.0,97.4,1227.4,127.3,2698.5,267.0,811.7,1234.7,2690,167.3,80.2,12.8
0.060011,807.4,86.7,1248.3,127.6,2701.3,252.6,810.5,1254.4,2701.2,167.3,80.2,13.1
0.062011,807.3,73.6,1272.9,120.7,2706.6,235.0,808.9,1273.1,2711.9,167.4,80.2,13.2
0.064011,806.7,63.2,1295.4,110.3,2713.2,218.9,807.1,1290.7,2721.8,167.5,80.2,13.4
0.066011,806.1,57.4,1314.0,101.0,2721.0,206.9,805.3,1307.1,2730.7,167.6,80.2,13.6
0.068011,805.9,56.2,1329.2,93.7,2729.4,199.1,803.6,1322.4,2738.5,167.8,80.1,13.9
0.070011,805.8,58.5,1341.8,87.5,2737.5,193.7,802.3,1336.8,2745.3,168,80.1,14.1
0.072011,805.9,62.9,1352.0,82.2,2743.8,189.0,801.4,1350.5,2751,168.2,80,14.3
0.074011,806.0,67.9,1360.5,79.1,2747.5,186.1,801,1363.6,2756.1,168.4,80,14.3
0.076011,806.1,73.5,1369.6,78.5,2750.6,185.4,800.9,1376.4,2760.6,168.6,79.9,14.2
0.078011,805.8,79.2,1379.8,80.4,2754.9,186.1,801.2,1389.2,2765,168.9,79.8,13.8
0.080011,805.2,85.0,1391.7,86.1,2761.6,188.6,801.5,1402.2,2769.6,169.2,79.6,13.2
0.082011,804.1,90.7,1405.6,96.5,2769.7,192.7,801.6,1415.6,2774.6,169.5,79.4,12.6
0.084011,802.2,95.5,1422.7,109.5,2779.3,195.5,801.4,1429.5,2780.4,169.9,79.2,12.1
0.086011,799.4,99.6,1442.7,122.3,2791.7,195.5,800.4,1444,2787.1,170.3,79,11.5
0.088011,795.9,105.1,1464.5,134.3,2807.3,194.7,798.5,1459,2794.9,170.6,78.7,11
0.090011,791.3,112.6,1486.4,144.7,2823.9,193.5,795.3,1474.5,2803.6,171,78.5,10.3
0.092011,785.6,119.3,1504.3,149.2,2835.9,192.0,790.8,1490.3,2813.3,171.4,78.3,9.8
0.094011,778.1,123.0,1518.7,146.2,2842.4,189.3,784.7,1506.2,2823.7,171.9,78.1,9.5
0.096011,769.1,122.4,1530.4,135.9,2845.0,183.6,777,1522,2834.7,172.3,77.9,9.5
0.098011,759.5,120.3,1540.9,124.0,2848.2,177.6,767.7,1537.3,2845.9,172.7,77.7,9.9
0.100011,749.8,120.6,1551.5,115.3,2854.6,174.9,756.9,1551.9,2857,173.2,77.5,10.6
0.102011,741.0,123.0,1561.4,111.1,2861.8,174.7,744.9,1565.7,2867.8,173.6,77.4,11.2
0.104011,732.5,126.5,1570.9,110.1,2868.1,176.2,731.8,1578.3,2877.9,174.1,77.2,11.6
0.106011,723.9,130.4,1580.7,111.7,2873.6,180.1,718.1,1589.7,2887.2,174.5,76.9,11.3
0.108011,714.6,134.6,1590.7,114.8,2878.3,184.5,704.1,1599.7,2895.5,175,76.7,10.6
0.110011,705.2,139.2,1599.9,118.3,2882.3,186.7,690.3,1608.3,2902.7,175.4,76.4,9.5
0.112011,694.7,145.3,1608.5,122.3,2887.2,187.4,677.2,1615.5,2908.7,175.8,76.1,8.4
0.114011,682.3,152.3,1616.2,126.2,2894.8,186.9,665.1,1621.4,2913.6,176.2,75.8,7.7
0.116011,667.7,159.0,1622.9,129.3,2905.8,183.7,654.6,1626,2917.5,176.6,75.5,7.5
0.118011,650.8,164.9,1629.5,131.9,2920.2,174.7,646,1629.5,2920.4,177,75.2,8
