time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025989,384.2,143.7,2009.4,179.6,2379.2,137.1,385,2007.3,2383.9,134.1,60.2,17.8
0.027989,388.0,140.0,2008.6,190.3,2384.3,140.9,387.2,2008.6,2382.6,134.5,60.3,17.6
0.029989,390.6,133.1,2007.2,191.4,2386.9,139.8,390.4,2009,2382.7,134.8,60.5,17.2
0.031989,393.9,127.6,2005.0,186.3,2389.5,141.6,394.2,2007.1,2386.5,135.1,60.6,16.9
0.033989,398.2,125.0,2001.5,176.3,2394.6,149.8,397.9,2002.6,2395.1,135.3,60.7,16.6
0.035989,401.5,121.8,1997.9,163.5,2403.8,158.0,401.4,1996.6,2408.2,135.4,60.9,16.4
0.037989,403.7,119.6,1994.5,152.8,2420.3,161.1,404.4,1991.4,2424,135.5,61,16.4
0.039989,406.8,121.7,1991.0,150.6,2442.0,158.1,407.1,1988.8,2440.4,135.6,61.1,16.3
0.041989,410.2,123.8,1988.2,154.6,2459.4,152.5,409.5,1989.5,2455.5,135.6,61.2,16.3
0.043989,412.0,122.2,1988.4,158.2,2471.0,149.2,411.6,1992.4,2469.2,135.5,61.3,16.3
0.045989,412.7,119.4,1992.2,161.1,2481.1,153.2,413.2,1994.8,2482.1,135.5,61.4,16.2
0.047989,413.9,116.5,1995.6,165.8,2494.2,162.5,414,1994.1,2495.4,135.3,61.5,15.9
0.049989,414.3,110.3,1992.8,167.8,2508.2,165.1,413.8,1988.6,2509.7,135.2,61.6,15.6
0.051989,412.4,101.0,1981.0,161.6,2523.4,154.7,412.5,1978.4,2524.6,135,61.6,15.4
0.053989,409.2,93.8,1963.3,148.2,2539.7,139.6,410.1,1965.2,2539,134.7,61.6,15.3
0.055989,406.6,90.3,1947.9,135.7,2553.4,131.2,407.1,1951.6,2551.2,134.4,61.6,15.4
0.057989,404.7,87.1,1938.4,128.4,2561.5,130.9,403.9,1940,2560.2,134.1,61.6,16
0.059989,402.5,83.9,1933.6,128.5,2565.0,137.0,401,1931.6,2565.9,133.7,61.5,16.9
0.061989,399.8,82.4,1929.7,135.3,2567.5,150.3,399.1,1926.8,2568.7,133.3,61.4,17.5
0.063989,396.4,80.7,1923.4,145.6,2569.7,172.4,398.4,1925.2,2569.5,132.8,61.2,17.6
