time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,337.1,361.6,2703.7,108.2,3227.2,454.9,369.9,2759.2,3235.4,210.9,52.9,17.1
0.028000,341.3,371.7,2703.2,109.3,3236.3,491.6,370.5,2756.1,3239.5,210.7,52.9,17.7
0.030000,345.2,376.9,2714.8,111.0,3244.6,542.2,371.6,2750.9,3246.2,210.4,52.8,18.4
0.032000,360.1,391.7,2731.3,114.9,3251.7,556.9,373.1,2744.1,3255.3,210.2,52.8,19.2
0.034000,380.6,406.2,2740.0,117.5,3266.3,489.0,374.9,2735.9,3266.6,209.9,52.6,19.8
0.036000,395.0,409.0,2737.3,115.8,3283.7,377.9,377.1,2726.8,3279.8,209.6,52.5,20.1
0.038000,404.6,404.5,2728.5,111.2,3297.4,293.7,379.6,2717.1,3294.5,209.3,52.3,20
0.040000,411.2,395.8,2721.3,109.3,3311.8,252.9,382.3,2707.4,3310.3,209,52.2,19.8
0.042000,411.6,381.2,2718.6,113.5,3327.7,243.6,385.3,2698.1,3326.9,208.6,52,19.6
0.044000,406.6,361.4,2719.7,119.3,3343.3,254.1,388.5,2689.7,3343.9,208.3,51.9,19.2
0.046000,401.6,339.9,2720.8,119.1,3359.5,271.0,391.7,2682.5,3360.9,207.9,51.8,18.9
0.048000,399.6,321.7,2716.7,110.0,3374.4,280.4,395.1,2677,3377.5,207.5,51.7,18.5
0.050000,400.9,309.2,2706.9,95.6,3385.6,278.8,398.4,2673.4,3393.3,207.1,51.6,18.1
0.052000,404.7,301.3,2697.1,80.5,3398.2,272.7,401.7,2671.8,3408.1,206.7,51.6,17.7
0.054000,408.0,292.1,2691.9,68.3,3422.3,262.6,405,2672.4,3421.7,206.3,51.5,17.3
0.056000,409.1,280.6,2691.7,62.5,3452.0,246.6,408.2,2675,3433.9,205.9,51.4,17.1
0.058000,409.1,267.4,2695.3,62.5,3474.3,230.8,411.2,2679.6,3444.5,205.5,51.4,16.9
0.060000,408.6,253.1,2702.2,66.5,3482.9,224.7,414,2686,3453.5,205.1,51.3,16.9
0.062000,408.2,239.7,2708.9,71.1,3480.3,227.7,416.6,2693.7,3460.9,204.6,51.3,16.8
0.064000,408.2,229.2,2709.7,74.4,3472.9,231.9,419.1,2702.4,3466.8,204.2,51.2,16.8
0.066000,409.3,224.0,2702.3,76.7,3465.4,231.5,421.3,2711.7,3471.3,203.7,51.2,16.8
0.068000,412.4,227.5,2691.2,77.3,3459.3,227.8,423.3,2721.1,3474.6,203.3,51.1,16.8
0.070000,417.9,238.9,2683.2,76.4,3452.6,229.1,425,2730.2,3476.8,202.9,51.1,16.8
0.072000,423.4,250.3,2683.7,77.5,3447.5,244.0,426.6,2738.4,3478.2,202.4,51,16.8
0.074000,425.5,252.6,2692.6,83.9,3450.7,269.7,428,2745.4,3478.9,202,50.9,16.9
0.076000,425.0,247.7,2706.4,94.3,3463.5,293.1,429.2,2750.9,3479.2,201.5,50.9,17
0.078000,424.5,242.9,2721.3,102.4,3479.5,300.5,430.4,2754.6,3479.3,201.1,50.8,17.3
0.080000,426.0,245.0,2731.8,99.7,3488.7,295.4,431.4,2756.3,3479.4,200.7,50.8,17.6
0.082000,430.7,255.5,2739.0,87.9,3489.0,290.4,432.3,2756,3479.5,200.2,50.7,17.9
0.084000,438.5,270.7,2745.7,74.7,3483.2,288.4,433.2,2753.8,3479.8,199.8,50.7,18.3
0.086000,446.6,283.5,2751.9,64.5,3476.3,288.8,434.1,2749.8,3480.3,199.4,50.7,18.6
0.088000,449.5,288.1,2756.0,57.8,3474.8,292.2,435,2744.4,3481,198.9,50.7,18.9
0.090000,445.4,283.0,2757.1,53.1,3481.8,293.6,436,2737.8,3481.8,198.5,50.7,19.3
0.092000,439.8,272.6,2756.1,49.2,3492.4,285.3,437.1,2730.5,3482.6,198.1,50.6,19.6
0.094000,436.6,263.0,2754.5,45.8,3499.2,269.5,438.3,2723,3483.1,197.6,50.6,19.7
0.096000,436.1,256.2,2752.8,43.7,3499.1,253.6,439.5,2715.7,3483.2,197.2,50.6,19.7
0.098000,436.9,250.3,2750.2,43.6,3495.3,240.1,440.9,2709.2,3482.5,196.8,50.5,19.3
0.100000,438.4,243.9,2745.7,46.7,3493.1,228.8,442.4,2703.8,3480.8,196.4,50.4,18.7
0.102000,441.0,239.9,2739.3,52.7,3491.2,227.0,443.9,2700,3477.8,195.9,50.4,18.3
0.104000,444.8,239.1,2732.3,60.3,3483.3,240.0,445.6,2698,3473.1,195.5,50.3,18
0.106000,449.1,240.9,2725.6,67.3,3467.8,270.9,447.2,2697.9,3466.3,195.1,50.3,18.2
0.108000,453.5,243.7,2718.7,72.0,3445.5,316.8,448.9,2699.7,3457.3,194.6,50.2,18.9
0.110000,457.2,245.7,2710.6,73.8,3419.9,363.0,450.5,2703.4,3445.8,194.2,50.2,19.9
0.112000,460.5,246.2,2702.2,72.8,3398.3,395.1,451.9,2708.5,3431.4,193.7,50.2,20.9
0.114000,463.2,245.0,2696.3,70.7,3385.6,408.4,453.3,2714.6,3414.1,193.3,50.1,21.5
0.116000,464.4,242.1,2693.2,69.4,3377.0,410.0,454.4,2721.1,3393.6,192.8,50.1,21.4
0.118000,462.6,236.8,2691.7,70.6,3367.1,410.8,455.2,2727.2,3370,192.4,50.1,20.9
0.120000,458.0,228.9,2690.4,74.7,3352.9,421.3,455.7,2732.1,3343.3,191.9,50,20
0.122000,451.9,218.5,2688.0,81.7,3334.6,442.9,455.8,2734.7,3313.5,191.5,50,19
0.124000,445.8,206.3,2683.4,90.8,3311.2,470.5,455.5,2734.1,3280.7,191,49.9,18.1
0.126000,441.4,195.0,2677.4,98.9,3281.6,495.8,454.6,2729.3,3245.3,190.5,49.9,17.5
0.128000,438.9,185.6,2670.8,104.0,3239.8,517.1,453.2,2719.2,3207.4,190.1,49.9,16.9
0.130000,437.9,178.3,2663.7,107.2,3181.8,525.7,451.3,2703,3167.3,189.6,49.8,16.5
0.132000,437.4,172.1,2654.5,110.6,3117.1,508.3,448.8,2679.9,3125.5,189.1,49.8,16.1
0.134000,435.8,165.7,2642.7,115.2,3067.0,483.2,445.7,2649.1,3082.3,188.6,49.8,15.8
