time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.026000,510.0,31.6,1165.3,254.0,2179.4,311.8,512.9,1156.9,2229.4,169.3,63.6,17
0.028000,512.8,30.7,1152.7,239.7,2250.1,293.9,513.4,1150.9,2251.6,169.2,63.9,16.8
0.030000,514.9,31.0,1139.5,231.2,2316.4,259.0,514.2,1141.8,2286.3,169.1,64.1,16.6
0.032000,516.5,32.6,1125.0,224.9,2369.1,214.1,515.2,1130.8,2330.7,169,64.3,16.4
0.034000,517.7,35.5,1113.0,221.3,2403.7,188.0,516.4,1119.1,2381,168.9,64.4,16.4
0.036000,518.8,39.7,1104.7,219.5,2432.5,185.6,517.5,1108.3,2433.5,168.9,64.4,16.6
0.038000,519.3,44.6,1099.8,216.0,2463.9,202.7,518.4,1099.5,2484.4,168.8,64.3,17.1
0.040000,519.5,49.3,1096.7,210.1,2504.3,232.3,519,1093.4,2530.9,168.7,64.3,17.7
0.042000,519.3,52.9,1094.2,201.1,2554.7,257.5,519.2,1090.4,2570.8,168.6,64.2,18.4
0.044000,518.2,54.0,1092.4,184.3,2605.0,252.1,518.7,1090.3,2603.1,168.5,64.1,19
0.046000,516.4,51.9,1093.2,160.9,2636.5,219.3,517.5,1092.3,2627.4,168.4,64,19.7
0.048000,514.2,47.7,1095.7,137.1,2653.2,184.4,515.6,1095.4,2644.6,168.3,63.9,20.4
0.050000,511.7,43.1,1097.7,118.6,2663.0,158.6,513.1,1098.2,2655.7,168.2,63.9,21.2
0.052000,509.2,39.1,1098.2,106.6,2669.3,140.1,510,1099.4,2662.2,168.2,63.9,21.9
0.054000,506.7,35.2,1096.5,99.0,2670.7,124.6,506.7,1097.8,2665.4,168.1,63.9,22.3
0.056000,503.7,30.9,1091.3,93.9,2665.9,111.2,503.3,1092.4,2666.4,168.1,63.9,22.5
0.058000,501.2,27.4,1082.6,93.4,2659.4,102.4,500.1,1082.9,2666,168.1,64,22.4
0.060000,499.0,25.4,1070.3,100.6,2655.0,100.6,497.4,1069,2664.5,168.1,64,22
0.062000,496.8,25.3,1053.4,119.5,2653.6,107.1,495.2,1051.2,2662,168.1,64,21.6
0.064000,494.8,26.8,1031.0,154.0,2654.4,118.5,493.6,1030.1,2658.3,168.1,64,21.1
0.066000,493.1,29.4,1002.5,206.2,2655.5,128.0,492.6,1006.8,2653.1,168.1,64,20.7
0.068000,491.7,32.3,975.6,258.4,2653.1,130.3,492,982.3,2646.4,168.2,63.9,20.2
0.070000,490.2,34.2,955.7,292.9,2645.9,128.5,491.5,957.7,2638.4,168.2,63.8,19.7
0.072000,488.8,35.5,940.5,312.6,2635.0,127.2,490.7,933.9,2629.4,168.3,63.6,19.2
0.074000,487.3,37.4,922.0,330.1,2621.9,123.1,489.5,911.7,2620.1,168.4,63.4,18.6
0.076000,485.5,40.3,897.7,344.5,2608.6,108.3,487.5,891.7,2611.3,168.5,63.2,17.9
0.078000,483.5,44.2,871.4,348.3,2598.3,84.5,484.5,874.1,2603.5,168.6,62.9,17
0.080000,481.1,49.4,851.7,340.2,2593.1,65.2,480.7,859.1,2597.6,168.7,62.5,16
0.082000,477.9,56.5,839.3,329.5,2591.4,54.3,476.1,846.6,2593.6,168.8,62.1,15.1
0.084000,474.5,66.8,832.8,324.1,2591.6,50.5,471.1,836.6,2591.6,168.9,61.8,14.7
0.086000,470.5,79.3,829.5,317.9,2592.6,50.7,466,828.7,2591.2,169.1,61.4,14.9
0.088000,465.2,91.5,827.0,305.3,2593.4,53.3,461.4,822.8,2592,169.2,61.1,15.7
0.090000,458.8,103.2,822.8,292.0,2593.9,57.1,457.7,818.8,2593.2,169.3,60.8,16.8
0.092000,452.8,113.5,817.6,283.6,2594.6,59.9,455.4,816.4,2594.2,169.4,60.5,18.2
0.094000,447.3,121.1,813.8,277.5,2595.0,59.2,454.5,815.7,2594.6,169.5,60.3,19.5
