time,f1,b1,f2,b2,f3,b3,f1p,f2p,f3p,f0,intensity,harmonicity
0.025011,377.5,126.1,2065.6,422.8,2802.7,185.4,401.2,2083.3,2779.2,227.2,58.2,4.8
0.027011,405.4,140.6,2092.8,393.7,2793.0,294.3,407.2,2081.6,2770.3,226.7,60.5,5
0.029011,429.1,136.1,2076.9,316.4,2734.2,402.2,416.2,2079.1,2756.6,226.2,62.5,5
0.031011,440.8,115.2,2073.4,283.1,2701.9,439.9,426.8,2076.2,2739.6,225.6,64.1,4.9
0.033011,447.2,93.2,2076.3,259.4,2702.7,438.6,437.3,2072.9,2720.9,225,65.4,5
0.035011,450.4,76.5,2079.9,250.9,2706.5,436.1,446.4,2069.5,2702,224.3,66.4,5.3
0.037011,451.6,66.0,2079.4,259.1,2701.5,428.7,453,2065.6,2684,223.6,67.1,6
0.039011,451.3,61.6,2070.5,285.0,2683.9,404.4,456.5,2060.8,2667.7,222.9,67.5,6.9
0.041011,449.8,62.4,2051.0,319.9,2659.3,358.0,457,2054.4,2653.1,222.2,67.7,8
0.043011,448.1,66.8,2028.2,341.7,2638.2,304.8,455.2,2045.8,2640,221.5,67.8,9.4
0.045011,447.1,73.9,2014.7,341.8,2624.0,267.2,452,2034.6,2627.7,220.7,67.7,10.9
0.047011,447.3,82.3,2011.1,334.9,2613.1,250.7,448.6,2020.8,2615.6,220,67.6,13
0.049011,448.6,90.8,2008.5,332.6,2601.2,245.7,446,2004.9,2603.4,219.3,67.6,15.6
0.051011,450.4,97.7,1998.1,331.8,2586.9,236.1,445.1,1987.6,2590.8,218.6,67.5,18.3
0.053011,452.2,102.4,1979.3,322.6,2573.9,213.0,446.1,1970.1,2578,217.9,67.4,20.6
0.055011,454.1,105.9,1960.1,303.4,2564.4,184.2,448.9,1953.5,2565.4,217.2,67.4,22.2
0.057011,456.1,109.6,1946.3,287.0,2556.2,164.2,453,1938.5,2553.5,216.5,67.3,22.7
0.059011,457.6,113.7,1932.7,276.3,2546.1,153.7,457.5,1925.4,2542.8,215.9,67.3,22.4
0.061011,458.1,117.0,1915.0,263.0,2534.8,148.6,461.6,1913.8,2533.4,215.3,67.2,21.8
0.063011,458.1,119.2,1894.8,237.8,2524.9,145.6,464.2,1902.7,2525.1,214.7,67.2,21.2
0.065011,458.3,120.8,1876.4,203.9,2517.6,143.4,464.9,1890.5,2517.6,214.1,67.2,21
0.067011,458.8,121.6,1860.7,171.3,2511.6,142.7,463.4,1875.7,2510.2,213.6,67.1,21.5
0.069011,458.7,121.3,1846.2,146.1,2504.6,144.3,459.7,1856.9,2502.1,213.1,67.1,22.4
0.071011,457.0,119.4,1831.1,129.2,2494.8,148.0,454.2,1833.5,2492.8,212.6,67.1,23.3
0.073011,452.9,116.1,1813.8,119.3,2481.6,152.7,447.4,1805.8,2482.1,212.1,67,23.8
0.075011,446.5,110.9,1792.8,115.6,2466.4,157.7,440.1,1775.2,2470.4,211.7,66.8,23.3
0.077011,438.7,103.3,1767.1,117.0,2452.1,163.8,433.1,1743.9,2458.3,211.2,66.5,21.5
0.079011,430.3,93.8,1734.5,122.1,2440.8,170.9,426.8,1715,2447,210.8,66.1,18.8
0.081011,422.6,85.2,1699.0,125.4,2435.1,176.8,422,1691.5,2437.7,210.4,65.5,15.7
0.083011,415.4,79.3,1664.1,123.0,2435.0,182.2,419,1676.1,2431.6,210,64.7,12.6
0.085011,408.5,78.1,1635.9,115.7,2439.2,191.3,417.9,1670.8,2429.4,209.6,63.6,10
